tf,name,monat,quelle,pruefung,xml,csv,diff,status,hinweis
TF06,Zahnd Anita,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF06,Zahnd Anita,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),54000.0,54000.0,0.0,OK,
TF06,Zahnd Anita,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),54000.0,54000.0,0.0,OK,
TF06,Zahnd Anita,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),54000.0,54000.0,0.0,OK,
TF06,Zahnd Anita,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),54000.0,54000.0,0.0,OK,
TF06,Zahnd Anita,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",54000.0,54000.0,0.0,OK,
TF06,Zahnd Anita,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),4320.0,4320.0,0.0,OK,
TF07,Burri Heidi,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),5500.0,5500.0,0.0,OK,
TF07,Burri Heidi,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),5500.0,5500.0,0.0,OK,
TF07,Burri Heidi,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF07,Burri Heidi,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF07,Burri Heidi,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),15000.0,15000.0,0.0,OK,
TF07,Burri Heidi,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),5500.0,5500.0,0.0,OK,
TF07,Burri Heidi,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),5500.0,5500.0,0.0,OK,
TF07,Burri Heidi,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),5500.0,5500.0,0.0,OK,
TF07,Burri Heidi,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",15000.0,15000.0,0.0,OK,
TF07,Burri Heidi,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),0.0,0.0,0.0,OK,
TF08,Lamon René,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),41433.6,41433.6,0.0,OK,
TF08,Lamon René,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),41433.6,41433.6,0.0,OK,
TF08,Lamon René,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),1000.0,1000.0,0.0,OK,
TF08,Lamon René,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF08,Lamon René,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),42433.6,42433.6,0.0,OK,
TF08,Lamon René,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),41433.6,41433.6,0.0,OK,
TF08,Lamon René,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),41433.6,41433.6,0.0,OK,
TF08,Lamon René,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),41433.6,41433.6,0.0,OK,
TF08,Lamon René,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",42433.6,42433.6,0.0,OK,
TF08,Lamon René,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),3004.35,3004.36,-0.01,OK,
TF09,Estermann Michael,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),37400.0,43000.0,-5600.0,DIFF,
TF09,Estermann Michael,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF09,Estermann Michael,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF09,Estermann Michael,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),43000.0,43000.0,0.0,OK,
TF09,Estermann Michael,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),43000.0,43000.0,0.0,OK,
TF09,Estermann Michael,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),43000.0,43000.0,0.0,OK,
TF09,Estermann Michael,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),43000.0,43000.0,0.0,OK,
TF09,Estermann Michael,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",43000.0,43000.0,0.0,OK,
TF09,Estermann Michael,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),0.0,0.0,0.0,OK,
TF10,Ganz Heinz,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),19200.0,19200.0,0.0,OK,
TF10,Ganz Heinz,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),19200.0,19200.0,0.0,OK,
TF10,Ganz Heinz,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF10,Ganz Heinz,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF10,Ganz Heinz,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),18600.0,18600.0,0.0,OK,
TF10,Ganz Heinz,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),18200.0,18200.0,0.0,OK,
TF10,Ganz Heinz,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),18200.0,18200.0,0.0,OK,
TF10,Ganz Heinz,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),19200.0,19200.0,0.0,OK,
TF10,Ganz Heinz,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",18600.0,18600.0,0.0,OK,
TF10,Ganz Heinz,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),1344.0,1344.0,0.0,OK,
TF11,Bosshard Peter,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),79600.0,59600.0,20000.0,DIFF,
TF11,Bosshard Peter,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),79600.0,59600.0,20000.0,DIFF,
TF11,Bosshard Peter,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),1470.0,1470.0,0.0,OK,
TF11,Bosshard Peter,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),1000.0,1000.0,0.0,OK,
TF11,Bosshard Peter,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),82070.0,62070.0,20000.0,DIFF,
TF11,Bosshard Peter,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),79600.0,59600.0,20000.0,DIFF,
TF11,Bosshard Peter,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),159200.0,59600.0,99600.0,DIFF,
TF11,Bosshard Peter,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),159200.0,59600.0,99600.0,DIFF,
TF11,Bosshard Peter,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",82070.0,62070.0,20000.0,DIFF,
TF11,Bosshard Peter,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),3458.0,3458.0,0.0,OK,
TF11,Bosshard Peter,2025-04,RETRO,Lohnausweis BVG Einkauf (Ziff. 10.2 = 1973),5000.0,5000.0,0.0,OK,
TF12,Casanova Renato,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),28150.0,28150.0,0.0,OK,
TF12,Casanova Renato,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),28150.0,28150.0,0.0,OK,
TF12,Casanova Renato,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF12,Casanova Renato,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF12,Casanova Renato,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),30150.0,30150.0,0.0,OK,
TF12,Casanova Renato,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),28150.0,28150.0,0.0,OK,
TF12,Casanova Renato,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),28150.0,28150.0,0.0,OK,
TF12,Casanova Renato,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),28150.0,28150.0,0.0,OK,
TF12,Casanova Renato,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",28150.0,30150.0,-2000.0,DIFF,
TF12,Casanova Renato,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),2698.5,2698.5,0.0,OK,
TF13,Combertaldi Renato,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),8980.0,8980.0,0.0,OK,
TF13,Combertaldi Renato,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),8980.0,8980.0,0.0,OK,
TF13,Combertaldi Renato,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),8980.0,8980.0,0.0,OK,
TF13,Combertaldi Renato,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),8980.0,8980.0,0.0,OK,
TF13,Combertaldi Renato,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",8980.0,8980.0,0.0,OK,
TF13,Combertaldi Renato,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),0.0,0.0,0.0,OK,
TF14,Egli Anna,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),14906.7,14906.7,0.0,OK,
TF14,Egli Anna,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),14906.7,14906.7,0.0,OK,
TF14,Egli Anna,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),14906.7,14906.7,0.0,OK,
TF14,Egli Anna,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),14906.7,14906.7,0.0,OK,
TF14,Egli Anna,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",14906.7,14906.7,0.0,OK,
TF14,Egli Anna,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),0.0,0.0,0.0,OK,
TF15,Degelo Lorenz,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),2800.35,2800.35,0.0,OK,
TF15,Degelo Lorenz,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),2800.35,2800.35,0.0,OK,
TF15,Degelo Lorenz,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF15,Degelo Lorenz,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF15,Degelo Lorenz,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),2800.35,2800.35,0.0,OK,
TF15,Degelo Lorenz,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),2800.35,2800.35,0.0,OK,
TF15,Degelo Lorenz,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),2800.35,2800.35,0.0,OK,
TF15,Degelo Lorenz,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),2800.35,2800.35,0.0,OK,
TF15,Degelo Lorenz,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",2800.35,2800.35,0.0,OK,
TF15,Degelo Lorenz,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),0.0,0.0,0.0,OK,
TF16,Aebi Anna,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),30365.05,34565.05,-4200.0,DIFF,
TF16,Aebi Anna,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF16,Aebi Anna,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF16,Aebi Anna,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),34565.05,34565.05,0.0,OK,
TF16,Aebi Anna,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),34565.05,34565.05,0.0,OK,
TF16,Aebi Anna,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),34565.05,34565.05,0.0,OK,
TF16,Aebi Anna,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),34565.05,34565.05,0.0,OK,
TF16,Aebi Anna,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",34565.05,34565.05,0.0,OK,
TF16,Aebi Anna,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),0.0,0.0,0.0,OK,
TF17,Binggeli Fritz,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),18200.0,18200.0,0.0,OK,
TF17,Binggeli Fritz,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),18200.0,18200.0,0.0,OK,
TF17,Binggeli Fritz,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF17,Binggeli Fritz,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF17,Binggeli Fritz,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),18200.0,18200.0,0.0,OK,
TF17,Binggeli Fritz,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),18200.0,18200.0,0.0,OK,
TF17,Binggeli Fritz,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),18200.0,18200.0,0.0,OK,
TF17,Binggeli Fritz,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),18200.0,18200.0,0.0,OK,
TF17,Binggeli Fritz,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",18200.0,18200.0,0.0,OK,
TF17,Binggeli Fritz,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),1274.0,1274.0,0.0,OK,
TF18,Blanc Pierre,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),4717.8,4717.8,0.0,OK,
TF18,Blanc Pierre,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),4717.8,4717.8,0.0,OK,
TF18,Blanc Pierre,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF18,Blanc Pierre,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF18,Blanc Pierre,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),4717.8,4717.8,0.0,OK,
TF18,Blanc Pierre,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),4717.8,4717.8,0.0,OK,
TF18,Blanc Pierre,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),4717.8,4717.8,0.0,OK,
TF18,Blanc Pierre,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),4717.8,4717.8,0.0,OK,
TF18,Blanc Pierre,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",4717.8,4717.8,0.0,OK,
TF18,Blanc Pierre,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),305.75,305.76,-0.01,OK,
TF19,Andrey Melanie,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),10400.0,10400.0,0.0,OK,
TF19,Andrey Melanie,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),10400.0,10400.0,0.0,OK,
TF19,Andrey Melanie,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF19,Andrey Melanie,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF19,Andrey Melanie,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),10400.0,10400.0,0.0,OK,
TF19,Andrey Melanie,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),10400.0,10400.0,0.0,OK,
TF19,Andrey Melanie,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),10400.0,10400.0,0.0,OK,
TF19,Andrey Melanie,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),10400.0,10400.0,0.0,OK,
TF19,Andrey Melanie,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",10400.0,10400.0,0.0,OK,
TF19,Andrey Melanie,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),788.65,788.64,0.01,OK,
TF20,Arnold Lukas,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),10416.65,10416.65,0.0,OK,
TF20,Arnold Lukas,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),10416.65,10416.65,0.0,OK,
TF20,Arnold Lukas,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF20,Arnold Lukas,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF20,Arnold Lukas,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),10416.65,10416.65,0.0,OK,
TF20,Arnold Lukas,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),9916.65,9916.65,0.0,OK,
TF20,Arnold Lukas,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),9916.65,9916.65,0.0,OK,
TF20,Arnold Lukas,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),10416.65,10416.65,0.0,OK,
TF20,Arnold Lukas,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",10416.65,10416.65,0.0,OK,
TF20,Arnold Lukas,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),520.0,519.99,0.01,OK,
TF21,Meier Christian,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),10416.65,10416.65,0.0,OK,
TF21,Meier Christian,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),10416.65,10416.65,0.0,OK,
TF21,Meier Christian,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF21,Meier Christian,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF21,Meier Christian,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),10416.65,10416.65,0.0,OK,
TF21,Meier Christian,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),9916.65,9916.65,0.0,OK,
TF21,Meier Christian,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),9916.65,9916.65,0.0,OK,
TF21,Meier Christian,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),10416.65,10416.65,0.0,OK,
TF21,Meier Christian,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",10416.65,10416.65,0.0,OK,
TF21,Meier Christian,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),455.0,455.01,-0.01,OK,
TF22,Bucher Elisabeth,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),20050.9,20050.9,0.0,OK,
TF22,Bucher Elisabeth,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),20050.9,20050.9,0.0,OK,
TF22,Bucher Elisabeth,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF22,Bucher Elisabeth,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF22,Bucher Elisabeth,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),20050.9,20050.9,0.0,OK,
TF22,Bucher Elisabeth,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),20050.9,20050.9,0.0,OK,
TF22,Bucher Elisabeth,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),20050.9,20050.9,0.0,OK,
TF22,Bucher Elisabeth,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),20050.9,20050.9,0.0,OK,
TF22,Bucher Elisabeth,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",20050.9,20050.9,0.0,OK,
TF22,Bucher Elisabeth,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),1114.15,1114.15,0.0,OK,
TF23,Koller Ludwig,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),50000.0,50000.0,0.0,OK,
TF23,Koller Ludwig,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),50000.0,50000.0,0.0,OK,
TF23,Koller Ludwig,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF23,Koller Ludwig,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF23,Koller Ludwig,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),50000.0,50000.0,0.0,OK,
TF23,Koller Ludwig,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),50000.0,50000.0,0.0,OK,
TF23,Koller Ludwig,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),50000.0,50000.0,0.0,OK,
TF23,Koller Ludwig,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),50000.0,50000.0,0.0,OK,
TF23,Koller Ludwig,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",50000.0,50000.0,0.0,OK,
TF23,Koller Ludwig,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),1516.65,1516.64,0.01,OK,
TF24,Utzinger Jan,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),32000.0,32000.0,0.0,OK,
TF24,Utzinger Jan,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),32000.0,32000.0,0.0,OK,
TF24,Utzinger Jan,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF24,Utzinger Jan,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF24,Utzinger Jan,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),32000.0,32000.0,0.0,OK,
TF24,Utzinger Jan,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),32000.0,32000.0,0.0,OK,
TF24,Utzinger Jan,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),32000.0,32000.0,0.0,OK,
TF24,Utzinger Jan,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),32000.0,32000.0,0.0,OK,
TF24,Utzinger Jan,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",32000.0,32000.0,0.0,OK,
TF24,Utzinger Jan,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),2426.7,2426.68,0.02,OK,
TF25,Lehmann Nadine,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),32000.0,32000.0,0.0,OK,
TF25,Lehmann Nadine,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),32000.0,32000.0,0.0,OK,
TF25,Lehmann Nadine,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF25,Lehmann Nadine,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF25,Lehmann Nadine,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),32000.0,32000.0,0.0,OK,
TF25,Lehmann Nadine,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),32000.0,32000.0,0.0,OK,
TF25,Lehmann Nadine,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),32000.0,32000.0,0.0,OK,
TF25,Lehmann Nadine,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),32000.0,32000.0,0.0,OK,
TF25,Lehmann Nadine,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",32000.0,32000.0,0.0,OK,
TF25,Lehmann Nadine,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),2730.0,2730.0,0.0,OK,
TF26,Jenzer Marcel,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),32000.0,32000.0,0.0,OK,
TF26,Jenzer Marcel,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),32000.0,32000.0,0.0,OK,
TF26,Jenzer Marcel,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF26,Jenzer Marcel,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF26,Jenzer Marcel,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),32000.0,32000.0,0.0,OK,
TF26,Jenzer Marcel,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),32000.0,32000.0,0.0,OK,
TF26,Jenzer Marcel,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),32000.0,32000.0,0.0,OK,
TF26,Jenzer Marcel,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),32000.0,32000.0,0.0,OK,
TF26,Jenzer Marcel,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",32000.0,32000.0,0.0,OK,
TF26,Jenzer Marcel,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),2730.0,2730.0,0.0,OK,
TF28,Arbenz Esther,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),44000.0,44000.0,0.0,OK,
TF28,Arbenz Esther,2025-04,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),44000.0,44000.0,0.0,OK,
TF28,Arbenz Esther,2025-04,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF28,Arbenz Esther,2025-04,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF28,Arbenz Esther,2025-04,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),44000.0,44000.0,0.0,OK,
TF28,Arbenz Esther,2025-04,RETRO,UVG-Basis (UVG-LAA-BaseSalary),44000.0,44000.0,0.0,OK,
TF28,Arbenz Esther,2025-04,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),44000.0,44000.0,0.0,OK,
TF28,Arbenz Esther,2025-04,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),44000.0,44000.0,0.0,OK,
TF28,Arbenz Esther,2025-04,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",44000.0,44000.0,0.0,OK,
TF28,Arbenz Esther,2025-04,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),2080.0,2080.0,0.0,OK,
TF29,Forster Moreno,2025-04,RETRO,AHV-Basis (AHV-AVS-BaseSalary),44000.0,44000.0,0.0,OK,
